Ticker,Fiscal Year,Avg_Shares_Outstanding,Avg_Stock_Price,Market_Capitalization
CORZ,2024,339744500.0,15.486999988555908,5261623067.611933
CPAY,2020,84504159.5,271.5161917550223,22944247574.89899
CPAY,2021,81272857.0,218.0114281063988,17718411620.857132
CPAY,2022,76118130.0,185.03904796781995,14084826308.290754
CPAY,2023,72536256.5,268.0630012512207,19444286616.91837
CPAY,2024,70942910.0,355.4894989013672,25219459526.50479
CPSH,2020,13260613.0,2.4047619047619047,31888616.976190474
CPSH,2021,13832120.5,3.7390476635524204,51718957.837500535
CPSH,2022,14400460.5,2.8609524000258673,41199032.0289527
CPSH,2023,14484842.5,2.366499996185303,34278379.72099471
CPSH,2024,14522587.5,1.5740000069141389,22858552.825411186
CRCT,2021,215014831.5,18.69101161048526,4018844711.9930315
CRCT,2022,220785073.0,7.319824831826346,1616108059.8419926
CRCT,2023,218786150.0,6.218617105484009,1360547294.8329902
CRCT,2024,215605817.5,5.77772626876831,1245711395.4690163
CRDO,2022,106518500.0,13.983809471130371,1489534409.1506004
CRDO,2023,146703000.0,19.028999900817873,2791611372.449684
CRDO,2024,156478000.0,68.96950016021728,10792209446.07048
CREX,2020,10349500.0,3.5214285850524902,36445025.14100075
CREX,2021,11466500.0,4.498571463993618,51582869.69188282
CREX,2022,5634500.0,1.8342857190540858,10335282.884010246
CREX,2023,8837500.0,2.1640000104904176,19124350.092709064
CREX,2024,10428000.0,2.865499997138977,29881433.970165253
CRM,2020,868750000.0,223.59639994303384,194249372450.51065
CRM,2021,906000000.0,255.7947256905692,231750021475.6557
CRM,2022,954000000.0,131.59610239664713,125542681686.40135
CRM,2023,999000000.0,257.08686447143555,256829777606.9641
CRM,2024,976000000.0,346.70471954345703,338383806274.41406
CRNC,2020,36842000.0,95.21095239548455,3507761908.154442
CRNC,2021,37433500.0,74.63333238874164,2793786847.97396
CRNC,2022,38727500.0,18.48904764084589,716034592.5108591
CRNC,2023,39926500.0,17.913250064849855,715213378.7142277
CRNC,2024,41173500.0,7.860999965667725,323664882.08642006
CRSR,2020,86806455.33333333,37.205237615676154,3229654797.251245
CRSR,2021,93222500.0,21.48523812066941,2002907610.7041042
CRSR,2022,94510000.0,15.004285721551804,1418055043.5438612
CRSR,2023,101385000.0,14.04350004196167,1423800251.754284
CRSR,2024,103255000.0,7.170250010490418,740364164.833188
CRUS,2020,58598000.0,80.95523725237165,4743814992.514474
CRUS,2021,57947000.0,88.33190482003349,5118568888.606481
CRUS,2022,57124000.0,75.71523829868862,4325157272.574288
CRUS,2023,55847000.0,81.5634994506836,4555076753.822327
CRUS,2024,54294500.0,103.8615005493164,5639108241.57486
CRWD,2020,23710500.0,186.40618823823473,4419783926.222665
CSCO,2020,4243500000.0,38.859312148321244,164899491101.4012
CSCO,2021,4227000000.0,53.63820230393183,226728681138.71982
CSCO,2022,4163500000.0,44.78398513793945,186458122121.8109
CSCO,2023,4088000000.0,47.21520519256592,193015758827.20947
CSCO,2024,4036500000.0,58.228309059143065,235038569517.231
CSGS,2020,32802000.0,40.71594020298549,1335564270.53833
CSGS,2021,32604000.0,52.23133087158203,1702950311.7370605
CSGS,2022,31882000.0,54.28004164922805,1730556287.8606887
CSGS,2023,30405000.0,51.19991111755371,1556733297.5292206
CSGS,2024,29197500.0,52.66374320983887,1537649642.3692703
CSLR,2023,34498895.0,1.4217500030994414,49048804.07317731
CSPI,2020,4215000.0,3.776569366455078,15918239.879608154
CSPI,2021,4335000.0,4.126681078047979,17889162.47333799
CSPI,2022,4474000.0,4.434584617614746,19840331.579208374
CSPI,2023,4641000.0,10.448768901824952,48492736.4733696
CSPI,2024,9616000.0,16.738386154174805,160956321.25854492
CTLP,2020,62602681.5,10.255237988063268,642005397.4734255
CTLP,2021,68227464.5,8.414761906578427,574117869.2570319
CTLP,2023,71926258.5,7.281499981880188,523731049.9644597
CTLP,2024,72799980.5,9.474500036239624,689743417.8854939
CTM,2022,30829997.5,1.2389047599974132,38195430.65345835
CTM,2023,44685895.0,0.24044999852776527,10744723.386961874
CTS,2020,32499973.333333332,32.4498047601609,1054617789.3771024
CTS,2021,32309302.666666668,35.250855582101,1138930562.2610576
CTS,2022,32045464.0,39.39825548444475,1262535377.789577
CTS,2023,31561284.333333332,41.49583015441895,1309661694.1513236
CTS,2024,30843727.666666668,54.62955799102783,1684979209.2256362
CTSH,2020,539000000.0,75.03528195335751,40444016972.859695
CTSH,2021,527500000.0,79.24349830264137,41800945354.643326
CTSH,2022,517000000.0,55.72325279599144,28808921695.527576
CTSH,2023,503500000.0,71.9811798095703,36242524034.11865
CTSH,2024,496500000.0,79.66079750061036,39551585959.05304
CVLT,2020,45796500.0,52.525238037109375,2405472063.7664795
CVLT,2021,46246500.0,66.61095264979771,3080523421.7188697
CVLT,2022,45496500.0,63.926190149216424,2908417910.123825
CVLT,2023,44325500.0,77.81699981689454,3449277425.383759
CVLT,2024,43844000.0,165.68350219726562,7264227470.336914
CXM,2022,47728132.0,8.356666678474063,398848090.31021166
CYCU,2022,3063000.0,,
CYCU,2023,3251000.0,,
CYCU,2024,8967107.0,,
CYN,2021,13719737.0,78942.85714285714,1083075238028.5714
CYN,2022,30086272.0,10736.42857142857,323019110308.5714
CYN,2023,49229310.0,2875.5,141558880905.0
CYN,2024,102128.5,447.98999977111816,45752546.69162464
DAIO,2020,8314541.5,4.247142939340501,35313046.22557858
DAIO,2021,8518671.0,4.646190484364827,39579368.13963461
DAIO,2022,8718694.0,3.8280952657972063,33375991.225334506
DAIO,2023,8918600.0,3.0144999980926515,26885119.68298912
DAIO,2024,9128429.5,2.75349999666214,25135130.59778058
DATS,2021,16162619.5,33.22857148306711,537060757.4093643
DATS,2022,20097169.0,3.906190429415022,78503369.20613627
DATS,2023,2048046.5,2.0616999864578247,4222457.441314995
DATS,2024,2522852.5,1.7895000100135803,4514644.574012786
DAY,2020,146479015.0,100.20809573218936,14678383157.876802
DAY,2021,150283221.5,104.02428545270648,15633104732.068316
DAY,2022,152925838.0,64.7623806908017,9903841338.01587
DAY,2023,155100000.0,67.80849952697754,10517098276.634216
DAY,2024,157650000.0,76.71949920654296,12094829049.911499
DBD,2020,77245998.5,,
DBD,2021,78015658.5,,
DBD,2022,78727891.5,,
DBD,2023,58335064.0,27.948000144958495,1630348377.128163
DBD,2024,37571678.0,45.898999786376955,1724502440.4958236
DELL,2020,731000000.0,34.06822840372721,24903874963.12459
DELL,2021,748000000.0,52.50787517002651,39275890627.179825
DELL,2022,755000000.0,39.033678690592446,29470427411.397297
DELL,2023,736500000.0,70.93431549072265,52243123358.91724
DELL,2024,710500000.0,119.02478065490723,84567106655.31158
DFIN,2020,33750000.0,17.76333318437849,599512494.972774
DFIN,2021,33150000.0,45.532380785260884,1509398423.0313983
DFIN,2022,30950000.0,37.45238095238095,1159151190.4761903
DFIN,2023,29000000.0,61.15999984741211,1773639995.5749512
DFIN,2024,28900000.0,61.29799957275391,1771512187.652588
DHX,2020,52569000.0,2.0785714047295705,109268420.17522879
DHX,2021,49988000.0,5.790000029972622,289430521.4982714
DHX,2022,48061500.0,5.142857188270206,247173430.7540485
DHX,2023,47121000.0,2.5049999713897706,118038103.65185738
DHX,2024,47546000.0,1.8060000002384187,85868076.01133585
DIOD,2020,47741581.5,68.98285675048828,3293350677.6562614
DIOD,2021,44646984.0,106.82857077462333,4769573490.1174755
DIOD,2022,45243748.0,82.79857054210845,3746117660.367378
DIOD,2023,45704052.0,75.86600112915039,3467383660.638748
DIOD,2024,46135636.5,63.03650035858154,2908229066.7756376
DJCO,2022,1377026.0,275.0361873081752,378731980.8642273
DJCO,2023,1377026.0,331.52450103759764,456517857.56579894
DJCO,2024,1377026.0,570.2204986572266,785208452.3839661
DMRC,2020,14590500.0,50.98904727754139,743955694.3029677
DMRC,2021,16837500.0,42.27619062151228,711825359.589713
DMRC,2022,18600000.0,20.366666702997115,378820000.6757463
DMRC,2023,20319500.0,35.27400016784668,716750046.4105606
DMRC,2024,20937000.0,36.28899993896484,759782791.7221069
DOCN,2021,75269373.0,82.34285736083984,6197895244.57885
DOCN,2022,101970071.0,27.492857070196244,2803448587.440763
DOCN,2023,93487974.5,34.34000005722046,3210377049.679425
DOCN,2024,91238979.5,37.439499855041504,3415941759.7643847
DOCU,2020,175278500.0,233.4752386183966,40923189612.17463
DOCU,2021,187030500.0,157.15047709147134,29391932305.656433
DOCU,2022,195820500.0,51.79904774257115,10143315428.474154
DOCU,2023,200369000.0,55.60600032806396,11141718679.733849
DOCU,2024,203615000.0,93.28099975585937,18993410765.289307
DT,2020,280853040.0,41.08714294433594,11539449000.831299
DT,2021,281991639.0,60.17523792811802,16968913970.564966
DT,2022,284591757.0,38.04000018891834,10825870490.044603
DT,2023,288232192.0,54.80549964904785,15796709297.500294
DT,2024,293686827.5,55.85099983215332,16402702953.408142
DTSS,2020,20943846.0,32.37571434747605,678071975.4335289
DTSS,2022,22899385.5,21.825714111328125,499795441.24809265
DTSS,2023,22369588.666666668,2.9077500104904175,65045171.68016633
DTSS,2024,2739467.5,2.25550000667572,6178868.964537918
DTST,2020,128489418.0,0.14190476352260226,18233260.476446792
DTST,2021,4954165.0,3.2804761954716275,16252020.350938695
DTST,2022,6757960.0,1.6971428564616613,11469223.538253648
DTST,2023,6851293.5,3.092500054836273,21187625.5244494
DTST,2024,6962784.0,4.450000047683716,30984389.132011414
DUOL,2021,12794000.0,104.74047597249348,1340049649.5920815
DUOT,2020,2757365.0,4.376523789905367,12067673.51995241
DUOT,2021,3821869.0,5.379952339898972,20561473.069337346
DUOT,2022,5632637.5,2.209952394167582,12447860.728603104
DUOT,2023,7230445.5,2.994500017166138,21651569.173868824
DUOT,2024,8113295.5,5.0979999780654905,41361580.28103884
DV,2021,143685500.0,31.769047600882395,4564751489.056587
DV,2022,163857000.0,23.936666579473588,3922190375.712804
DV,2023,168281500.0,35.26050033569336,5933689887.240982
DV,2024,169107500.0,20.152500057220458,3407938903.4264083
DVLT,2020,4823744.0,44271.42857142857,213554037942.85715
DVLT,2021,12110654.5,23385.714285714286,283216305950.0
DVLT,2022,435437.0,1614.2857142857142,702919728.5714285
DVLT,2023,17034709.5,19.725,336009644.88750005
DVLT,2024,26128180.0,1.7969999969005586,46952339.379017234
EGAN,2020,30649500.0,11.676190376281738,357869396.93784714
EGAN,2021,31026000.0,10.092857042948404,313140982.6145172
EGAN,2022,31580500.0,8.74047615414574,276028607.1859996
EGAN,2023,31706000.0,8.045000004768372,255074770.15118602
EGAN,2024,30321000.0,5.679000020027161,172192959.60724354
EGHT,2020,99649254.5,28.46047628493536,2836065244.508738
EGHT,2021,106156680.5,17.724761872064498,1881601882.9913328
EGHT,2022,113498773.5,4.46857145854405,507177379.84185576
EGHT,2023,116261031.0,3.5614999890327455,414063660.6314357
EGHT,2024,119926414.0,2.897500014305115,347486786.28056115
ELSE,2020,3395521.0,4.147142841702416,14081710.609000228
ELSE,2021,3395521.0,6.087619054885137,20670638.340862636
ELSE,2022,3411771.0,4.726190498897007,16124679.684612341
ELSE,2023,3428021.0,3.8410000085830687,13167028.69042294
ELSE,2024,3438521.0,4.816000032424927,16559917.24749379
ENPH,2020,126035500.0,152.500002906436,19220414116.314117
ENPH,2021,131428000.0,203.51762026832216,26747913796.625046
ENPH,2022,135167500.0,306.59476143973217,41441647416.905
ENPH,2023,136081500.0,119.62800025939941,16279157717.299461
ENPH,2024,134085000.0,72.39950027465821,9707686994.327545
ENTG,2020,134836871.0,94.05670747302827,12682312132.225449
ENTG,2021,135231670.0,140.0914037795294,18944794485.750072
ENTG,2022,142327026.0,68.22151765369233,9709765716.856527
ENTG,2023,149750346.5,113.87323265075683,17052556046.52595
ENTG,2024,150743000.0,105.27226333618164,15869056792.08603
EPAM,2020,55648000.0,336.15142822265625,18706154677.734375
EPAM,2021,56478500.0,651.0295322963169,36769171439.79753
EPAM,2022,57252000.0,339.52428181966144,19438444182.739258
EPAM,2023,57721000.0,282.8874992370605,16328549343.46237
EPAM,2024,57328000.0,244.1544982910156,13996889078.027344
EVCM,2021,119228809.0,16.2014285496303,1931677030.071018
EVCM,2022,193415764.0,6.55047623316447,1266965365.201348
EVCM,2023,189190634.0,10.296000003814697,1947906768.385705
EVTC,2020,72068969.5,38.974993932814826,2808887649.0067167
EVTC,2021,72053767.0,47.73295593261719,3439339284.9900665
EVTC,2022,68408544.5,31.413795834495907,2148972050.258028
EVTC,2023,65149016.0,39.743821907043454,2589270889.3231244
EVTC,2024,64532438.0,34.93699951171875,2254569754.896021
EXLS,2020,33872338.0,16.974476223900204,574965196.0289114
EXLS,2021,33425458.0,27.265809740339005,911372178.3116924
EXLS,2022,33262963.0,35.00038092476981,1164216375.686524
EXLS,2023,165725050.0,29.999000072479248,4971585786.961627
EXLS,2024,163539546.0,45.59300003051758,7456258525.768831
EXTR,2020,119844500.0,6.547142959776378,784639074.4429202
EXTR,2021,123599500.0,14.196666672116233,1754700902.3402305
EXTR,2022,127972500.0,19.22952379499163,2460850233.854566
EXTR,2023,128519000.0,17.39899969100952,2236102041.2888527
EXTR,2024,129029500.0,17.685000038146974,2281886712.422085
FARO,2020,17783662.5,69.96619160970052,1244255137.9972458
FARO,2021,18098171.5,69.8990478515625,1265044955.7042847
FARO,2022,18492824.5,30.470476150512695,563485167.8828669
FARO,2023,18874405.5,20.558999633789064,388038895.7624863
FARO,2024,18961877.0,26.613000106811523,504632434.62634695
FCUV,2020,40959741.0,20.539682115827286,841300059.6866176
FCUV,2021,42109741.0,79.92698360624767,3365704578.5703354
FCUV,2022,43395328.0,53.750793638683504,2332533320.210984
FCUV,2023,65034100.0,14.72249994277954,957464533.528719
FCUV,2024,6815414.5,2.7049999952316286,18435696.190001573
FEIM,2020,8980000.0,8.30014755612328,74535325.05398706
FEIM,2021,9173000.0,7.571865967341831,69456726.51842661
FEIM,2022,9261000.0,4.551194781348819,42148614.87007141
FEIM,2023,9335000.0,9.548145008087157,89131933.65049362
FEIM,2024,9442000.0,16.62049980163574,156930759.12704468
FFIV,2020,60733000.0,171.76666695731026,10431904984.318325
FFIV,2021,60875500.0,232.97238159179688,14182310215.59143
FFIV,2022,60256000.0,146.87809462774368,8850286469.889322
FFIV,2023,59533500.0,175.65849990844725,10457565304.299545
FFIV,2024,58650500.0,256.1110015869141,15021038298.573305
FICO,2021,28332000.0,412.3899986630394,11683833442.121233
FICO,2022,26361000.0,609.2095307849702,16059372441.022598
FICO,2023,24962000.0,1146.7890014648438,28626147054.56543
FICO,2024,24581000.0,2177.1330017089845,53516106315.008545
FIVN,2020,64019847.0,166.42619105747767,10654579288.292488
FIVN,2021,67492198.5,135.78142874581474,9164187141.526134
FIVN,2022,69767758.0,67.64238121396019,4719257283.079321
FIVN,2023,72182073.5,80.32099876403808,5797736236.379206
FIVN,2024,74562236.5,42.11599998474121,3140263151.2962704
FKWL,2020,10588057.5,23.342381068638392,247150472.94165474
FKWL,2021,11098096.5,3.710952429544358,41184508.16999274
FKWL,2022,11637280.5,3.950000047683716,45967258.52990878
FKWL,2023,11734280.0,3.035500001907349,35619406.96238136
FKWL,2024,11784280.0,4.3760000467300415,51568009.83067989
FLEX,2020,506987271.0,12.992428461710611,6586995849.465391
FLEX,2021,494997061.0,13.074963387988863,6472068449.73709
FLEX,2022,476564078.5,16.433415639968146,7831575581.068908
FLEX,2023,455341501.5,21.083647155761717,9600259553.000744
FLEX,2024,429112231.5,38.536499977111816,16536483499.37815
FLYW,2021,60188663.5,37.47238086518787,2255412522.4386315
FLYW,2022,103963578.5,22.011428560529435,2288386881.049744
FLYW,2023,114084071.0,23.189750099182127,2645581096.7873507
FLYW,2024,121439020.0,20.861999702453613,2533460799.1062584
FN,2020,36784757.0,72.71761903308686,2674899945.750675
FN,2021,36746660.0,117.08428519112724,4302456419.261388
FN,2022,36601069.5,129.3433340163458,4734104357.693987
FN,2023,36310182.5,181.0985008239746,6575719615.394918
FN,2024,36164462.0,232.04149932861327,8391655984.89266
FORM,2020,76601493.5,42.81904747372582,3280002986.7347994
FORM,2021,77839251.5,43.14857119605655,3358652485.195502
FORM,2022,77577548.0,23.15952391851516,1796659078.4457579
FORM,2023,77145746.5,39.458499908447266,3044055431.207346
FORM,2024,77245768.0,43.69899978637695,3375562799.3305235
FOUR,2020,79295232.0,65.4509524390811,5189948458.277903
FOXX,2024,1000000.0,5.430000007152557,5430000.007152557
FRGT,2024,2188499.0,1.7174999952316283,3758747.022064423
FROG,2020,60021594.0,67.22666676839192,4035051698.745712
FROG,2021,94712243.5,30.16857101803734,2857333044.3073955
FROG,2022,99109948.5,22.00238100687663,2180654848.4689207
FROG,2023,103511374.5,31.611499977111816,3272149812.6375628
FROG,2024,109434857.0,30.639499759674074,3353029274.7514668
FSLR,2020,105714693.5,93.20666685558501,9853314218.794779
FSLR,2021,106156390.5,93.77714284261067,9955042995.57446
FSLR,2022,106470704.5,156.46857198079428,16659319090.904127
FSLR,2023,106728284.5,160.15349884033202,17092908187.901377
FSLR,2024,106953878.0,192.36750183105468,20574450322.0034
FSLY,2020,104220455.5,93.36952354794457,9731014273.984758
FSLY,2021,116216903.5,38.73714265369234,4501910769.649897
FSLY,2022,121573391.0,8.939999966394334,1086866111.4544451
FSLY,2023,128664148.5,18.02449998855591,2319106943.165806
FSLY,2024,137539127.5,10.281500005722046,1414108540.1782553
FTCI,2021,79387490.5,77.48571377708798,6151396366.364291
FTCI,2022,98826114.5,24.904761723109655,2461240833.643252
FTCI,2023,115238956.5,7.48849995136261,862966920.1453279
FTCI,2024,12699178.0,3.50349999666214,44491570.08061192
FTFT,2020,41932011.0,115.23809523809524,4832165077.142858
FTFT,2021,60060376.5,62.26190476190476,3739473441.607143
FTFT,2022,14340953.0,19.714285714285715,282721644.85714287
FTFT,2023,16240263.5,11.049999856948853,179454909.35181168
FTFT,2024,21152859.0,3.2549999952316284,68852555.94413531
FTNT,2020,167100000.0,27.252381097702752,4553872881.42613
FTNT,2021,162250000.0,66.38133348737445,10770371358.326504
FTNT,2022,795750000.0,51.31952340262277,40837510747.63707
FTNT,2023,771250000.0,55.882500076293944,43099378183.841705
FTNT,2024,764000000.0,96.95699996948242,74075147976.68457
FTV,2020,336950000.0,68.0777827671596,22938808903.39443
FTV,2021,348500000.0,73.4729730515253,25605331108.456566
FTV,2022,356000000.0,64.9028821672712,23105426051.548546
FTV,2023,351800000.0,71.04288597106934,24992887284.622192
FTV,2024,345950000.0,76.57346229553222,26490589281.139374
G,2020,189581921.0,39.25900177728562,7442796973.480222
G,2021,187191009.0,49.16442743937174,9203138779.283283
G,2022,184130386.5,44.17616980416434,8134175220.130409
G,2023,181209274.0,34.115356063842775,6182018904.580447
G,2024,177078037.5,43.98249988555908,7788334764.078776
GCT,2023,11082930.0,14.706249952316284,162988338.78402472
GCT,2024,9326732.0,20.492999935150145,191132718.27116278
GCTS,2024,36076500.0,2.4824999928474427,89559910.99196076
GDYN,2020,36261586.0,11.501904714675177,417077306.9749994
GDYN,2021,58864860.5,38.26142883300781,2252253670.7856827
GDYN,2022,70503699.5,11.311904770987374,797531134.7463101
GDYN,2023,75021966.5,13.208999967575073,990965153.0659182
GDYN,2024,79748147.0,19.858999919891357,1583718444.884484
GEN,2020,609500000.0,18.332115899948846,11173424641.018822
GEN,2021,584500000.0,23.347644715082076,13646698335.965473
GEN,2022,581000000.0,21.15533665248326,12291250595.092773
GEN,2023,611000000.0,22.17308349609375,13547754016.113281
GEN,2024,631500000.0,29.195173454284667,18436752036.380768
GNSS,2020,33255765.5,6.637619086674282,220739103.8247641
GNSS,2021,34982688.5,3.8266666616712297,133867087.81857952
GNSS,2022,36507536.5,2.8976190317244757,105784932.56377596
GNSS,2023,36911155.5,1.7619999945163727,65037455.78859298
GNSS,2024,40621135.0,3.002999997138977,121985268.288782
GRMN,2020,191128500.0,108.37125542050316,20712835491.637638
GRMN,2021,192089500.0,124.42855798630487,23901419489.31031
GRMN,2022,192115500.0,88.53604234967914,17009146044.029781
GRMN,2023,191700000.0,123.34715461730957,23645649540.138245
GRMN,2024,192122500.0,211.9734878540039,40724876420.230865
GRND,2022,167529945.66666666,5.727142856234596,959467931.5302199
GRND,2023,174023078.0,8.164499998092651,1420811419.9990773
GRND,2024,176107069.0,16.486499786376953,2903389155.4479713
GSIT,2020,22774721.0,7.347619079408192,167339974.54779842
GSIT,2021,23624781.0,4.878571442195347,115255181.91471924
GSIT,2022,24253257.5,1.9152380966004872,46450762.73066149
GSIT,2023,24585649.0,2.758500027656555,67819513.44645436
GSIT,2024,24992715.5,2.8919999837875365,72278932.82080652
GWRE,2020,82801404.0,125.83714330764045,10419492141.221832
GWRE,2021,83328041.0,113.68380918956939,9473049113.184614
GWRE,2022,83639183.0,61.521904899960475,5145641862.436391
GWRE,2023,82762439.0,102.92949981689453,8518696449.896245
GWRE,2024,82233153.0,179.39350051879882,14752093175.367962
HLIT,2020,95039500.0,7.049523830413818,669983220.0806141
HLIT,2021,100581500.0,11.062381017775763,1112670876.339413
HLIT,2022,106415000.0,13.535238038925897,1440352355.9122994
HLIT,2023,111139000.0,11.319000101089477,1257982352.2349834
HLIT,2024,114571000.0,13.17099995613098,1509014635.9738827
HOLO,2021,569340.0,,
HPE,2020,1290500000.0,10.417280696687245,13443500739.07489
HPE,2021,1291000000.0,13.824918292817616,17847969516.027542
HPE,2022,1288000000.0,14.960928599039713,19269676035.56315
HPE,2023,1282000000.0,16.08890609741211,20625977616.882324
HPE,2024,1289944320.0,21.520214366912843,27759878287.781616
HPQ,2020,1381000000.0,20.632745651971724,28493821745.37295
HPQ,2021,1198000000.0,33.01510465712774,39552095379.23904
HPQ,2022,1036000000.0,25.515105837867374,26433649648.030598
HPQ,2023,984500000.0,28.580174255371094,28137181554.41284
HPQ,2024,964000000.0,34.01671867370605,32792116801.452633
HTCR,2021,15394454.0,,
HTCR,2022,16598170.0,0.9152437845865885,15191371.928011576
HTCR,2023,19246288.0,0.5442293643951416,10474395.08520584
HTCR,2024,21390338.5,1.5345000088214875,32823474.616944604
HUBS,2020,44535000.0,393.6242864699591,17530057597.93963
HUBS,2021,46752500.0,704.9438098725818,32957885471.067883
HUBS,2022,48303500.0,290.6957164946057,14041620541.697186
HUBS,2023,49832500.0,544.3039932250977,27124028742.38968
HUBS,2024,51107500.0,725.3054992675782,37068550803.81775
IBEX,2023,18263405.0,18.554500007629393,338868348.2118387
IBEX,2024,17648947.5,20.363000011444093,359385518.1444762
IBM,2020,892653424.0,98.82102421351841,88212925627.38412
IBM,2021,898068600.0,109.21189371744792,98079772494.17725
IBM,2022,906091977.0,132.05515616280692,119654117520.60146
IBM,2023,915013646.0,155.4916244506836,142276958211.08273
IBM,2024,926290070.0,226.37187271118165,209686017819.67154
IBTA,2024,4603668.5,69.7604995727539,321154214.4273506
ICHR,2020,25262892.5,32.232380821591335,814283171.7149236
ICHR,2021,28229118.5,44.759047553652806,1263508457.3392003
ICHR,2022,28706554.5,28.4233333950951,815935969.1779675
ICHR,2023,29148673.5,30.160000324249268,879124002.211436
ICHR,2024,31647470.0,32.40049991607666,1025393849.0790386
IDAI,2021,19085564.0,20.60595230829148,393276221.5608448
IDAI,2022,4474665.5,3.0747619015829906,13758531.001727803
IDAI,2023,6998828.5,1.37950000166893,9654883.927430555
IDAI,2024,1316454.0,0.5066500008106232,666981.4201671481
IDCC,2020,30758500.0,56.57665452503023,1740213028.2081423
IDCC,2021,30752500.0,65.77736609322685,2022818450.7819586
IDCC,2022,30178500.0,47.343056996663414,1428742445.5738068
IDCC,2023,27624000.0,105.31117362976075,2909115860.3485107
IDCC,2024,25631000.0,193.24583282470704,4953083941.130066
IDN,2020,17226054.0,10.060952413649787,173310509.56896156
IDN,2021,18581730.5,5.210952350071499,96828512.21737024
IDN,2022,18808867.5,2.0490476063319614,38540264.92869002
IDN,2023,19155850.5,1.8589999973773956,35610726.02926178
IDN,2024,19568323.0,2.8389999866485596,55554468.7357347
III,2020,47833500.0,2.709856044678461,129621899.11312717
III,2021,48522500.0,6.8871736753554575,334182884.6624352
III,2022,48578000.0,4.330201705296834,210352538.4399096
III,2023,48476500.0,4.316195178031921,209234035.54786444
III,2024,48597500.0,3.500882112979889,170134118.48554015
ILLR,2020,2011425.0,21.547422045753116,43341023.38837896
ILLR,2021,1375000.0,22.77361252194359,31313717.217672437
ILLR,2022,56105992.5,4.351534741265433,244147175.55692783
ILLR,2023,63519491.5,0.8650825977325439,54949606.71347024
IMMR,2020,29216104.5,8.330962135678245,243398260.3415188
IMMR,2021,30704273.0,5.278982117062523,162087308.08440566
IMMR,2022,33318906.0,7.02278352919079,233991464.2674562
IMMR,2023,31888012.0,6.412606191635132,204485263.1901354
IMXI,2020,37612878.5,16.125476337614515,606525582.2413198
IMXI,2021,38347912.5,15.850952420915876,607850936.4789451
IMXI,2022,37554835.0,21.968095234462194,825008191.794514
IMXI,2023,35227103.5,21.382499980926514,753243539.9168464
IMXI,2024,32185969.5,21.12450017929077,679912518.4733973
INLX,2020,1590681.0,3.725238039380028,5925665.369719063
INLX,2021,2816968.5,7.61619047891526,21454568.6691042
INLX,2022,3448414.5,4.5100000358763195,15552349.518716421
INLX,2023,4093689.0,4.52050005197525,18505521.33727051
INLX,2024,4181678.0,13.985500001907349,58482857.67697592
INOD,2020,25129500.0,5.42904756182716,136429250.7049356
INOD,2021,26481500.0,6.135238102504185,162470307.81146458
INOD,2022,27284000.0,2.995238111132667,81722076.62414369
INOD,2023,28079000.0,8.269000053405762,232185252.49958038
INOD,2024,30026500.0,40.88649959564209,1227678480.1085472
INSG,2020,90686540.0,137.58095259893508,12476740561.10143
INSG,2021,102389781.0,61.43333344232468,6290145557.259601
INSG,2022,106924341.5,10.219047614506312,1092664936.9382334
INSG,2023,11362686.0,2.3850000381469725,27100006.54345207
INSG,2024,13434634.5,11.035999965667724,148264625.8807584
INTA,2022,46092037.0,24.079523994809104,1109874310.911129
INTA,2023,65656500.0,37.954999923706055,2491992452.4908066
INTA,2024,71599000.0,66.59849967956544,4768385978.557205
INTC,2020,4176000000.0,44.56155976795015,186089073590.95984
INTC,2021,4066000000.0,47.05655216035389,191331941083.9989
INTC,2022,4103500000.0,26.54105704171317,108911227570.67
INTC,2023,4182500000.0,45.08172779083252,188554326485.157
INTC,2024,4279000000.0,20.629999923706055,88275769673.53821
INTT,2024,12272221.5,7.94249997138977,97472118.91263892
INTU,2020,260960000.0,360.4094005766369,94052437174.47917
INTU,2021,267487500.0,633.822992234003,169539727635.19287
INTU,2022,277583500.0,389.3928745814732,108089037001.38637
INTU,2023,281176500.0,596.2195373535156,167642922744.6808
INTU,2024,280344500.0,647.334359741211,181476627414.4699
INTZ,2020,15480000.0,327.8285725911458,5074786303.7109375
INTZ,2021,18271500.0,75.77142769949776,1384457641.2113733
INTZ,2022,20156500.0,64.93333362397694,1308828739.1916912
INTZ,2023,1424500.0,5.240000057220459,7464380.081510544
INTZ,2024,8718500.0,0.8319999933242798,7253791.941797733
INUV,2020,52034274.5,0.41761904671078637,21730504.11297738
INUV,2021,98035829.0,0.5414285631406874,53079398.03177614
INUV,2022,118747447.0,0.25952380966572536,30817789.83351881
INUV,2023,129060521.0,0.3355000033974648,43299805.23397858
INUV,2024,139242978.5,0.37899999916553495,52773088.7353066
IONQ,2021,156888885.0,18.087142989749,2837671696.4972873
IONQ,2022,197746549.0,4.005714268911452,792116172.9572977
IONQ,2023,203236913.5,13.561500072479248,2756197417.1607084
IONQ,2024,214265447.5,38.11450042724609,8166620490.282825
IPGP,2020,53219054.5,214.56285821823846,11418832445.192205
IPGP,2021,53218749.5,167.97714160737536,8939533420.928936
IPGP,2022,50574261.0,92.70142836797805,4688306233.354926
IPGP,2023,47229464.0,104.3864990234375,4930118397.713476
