Ticker,Fiscal Year,Avg_Shares_Outstanding,Avg_Stock_Price,Market_Capitalization
AVGO,2023,416000000.0,103.54892539978027,43076352966.30859
AVGO,2024,4412500000.0,206.09802932739257,909407554407.1198
AVNW,2020,5380091.0,18.107857113792782,97421919.08720252
AVNW,2021,10977209.5,31.022857121058873,340544401.9064301
AVNW,2022,11156802.5,31.31095232282366,349330111.15265983
AVNW,2023,11350000.0,32.19249992370605,365384874.13406366
AVNW,2024,12050000.0,17.32949995994568,208820474.51734543
AVPT,2021,154054291.33333334,6.47857141494751,998051728.1821293
AVPT,2022,182457331.0,4.49666672661191,820449809.3341157
AVPT,2023,184965000.0,8.276249957084655,1530816573.312163
AVPT,2024,189361500.0,18.07874984741211,3423419189.230728
AWRE,2020,21410807.0,3.473333336058117,74366869.70500648
AWRE,2021,21496407.5,3.180952412741525,68379049.30240001
AWRE,2022,21353714.5,1.8114285752886818,38680728.63385627
AWRE,2023,21055669.5,1.6179999947547912,34068073.140558615
AWRE,2024,21057371.0,1.5414999961853026,32459937.316172503
AXIL,2020,41285881.0,,
AXIL,2021,41615881.0,,
AXIL,2022,41945881.0,,
AXIL,2023,79511415.0,,
AXIL,2024,5886439.0,4.003350031375885,23565475.755342234
AXTI,2020,41299500.0,9.862380890619187,407311399.59212714
AXTI,2021,42426500.0,8.307142893473307,352442997.96994525
AXTI,2022,43220000.0,4.774761881147112,206365208.5031782
AXTI,2023,43554000.0,2.337000000476837,101785698.02076815
AXTI,2024,44798500.0,2.206500005722046,98847890.50633909
BASE,2022,25023394.5,13.512380872453962,338125637.20566964
BASE,2023,44639756.5,22.025000286102294,983190649.6840367
BASE,2024,47255952.5,16.224499940872192,766704198.5421091
BB,2020,550778494.0,7.657619113013858,4217651922.6913886
BB,2021,559852172.0,9.106190408979144,5098120479.112542
BB,2022,570866613.0,4.114761897495815,2348980187.7248893
BB,2023,579192550.5,3.9364999890327455,2279991468.6910977
BB,2024,585694871.0,3.112499988079071,1822975279.0054731
BBAI,2020,8952000.0,,
BBAI,2021,135566227.0,7.977619057609921,1081495716.0834727
BBAI,2022,131294295.0,0.8297619110062009,108943005.1234119
BBAI,2023,142154942.5,1.8409999847412108,261707246.97338772
BBAI,2024,204420950.0,3.2324999928474427,660790719.4128674
BDC,2020,45050500.0,41.2403804234096,1857899758.2648141
BDC,2021,44809000.0,61.81426493326823,2769835397.394816
BDC,2022,43904000.0,75.13834926060268,3298874085.9375
BDC,2023,41980000.0,74.08837661743163,3110230050.39978
BDC,2024,40669000.0,118.74321556091309,4829167833.646774
BEEM,2020,6845278.5,42.648571105230424,291941346.8423551
BEEM,2021,8727049.0,22.0728569939023,192630904.55577806
BEEM,2022,9575008500.0,17.974285716102237,172103938513.1075
BEEM,2023,12288274500.0,6.237750053405762,76651184918.63966
BEEM,2024,14616936.5,3.0520000100135802,44610890.34436787
BHE,2020,36626000.0,23.670114335559663,866941607.6542082
BHE,2021,35754000.0,23.600493567330496,843812047.0063345
BHE,2022,35188500.0,26.308151063464937,925744373.696736
BHE,2023,35414000.0,26.219451236724854,928535646.097374
BHE,2024,35828000.0,47.07490901947021,1686599840.3495789
BIGC,2023,75177500.0,9.434499931335449,709262118.5879707
BIGC,2024,77491500.0,6.927749967575073,536841736.6123438
BILL,2022,99617500.0,111.38476126534599,11095871455.350603
BILL,2023,105640500.0,76.24199981689453,8054242981.656647
BILL,2024,106598000.0,89.4055004119873,9530447532.917023
BKSY,2021,60256333.333333336,54.35809525989351,3275419507.34523
BKSY,2022,88528333.33333333,14.007619040352958,1240071167.6107135
BKSY,2023,131172500.0,10.696000099182129,1403021073.0099678
BKSY,2024,24259000.0,10.974500036239624,266230396.37913704
BKTI,2020,12554444.5,13.939011937096005,174996551.7491093
BKTI,2021,14680282.5,9.633316630408878,141419809.54635042
BKTI,2023,10201689.25,12.510000085830688,127623133.39311801
BKTI,2024,3574440.5,35.30850019454956,126208133.08965582
BL,2020,56806556.0,128.7135714576358,7311774704.968189
BL,2021,58333182.5,104.15047563825335,6075428702.868037
BL,2022,59500535.5,66.82380876087007,3976052405.4213605
BL,2023,60765964.5,61.979499435424806,3766244062.420794
BL,2024,62164228.5,63.12900047302246,3924365610.381576
BLBX,2020,8159308.5,11.607619103931246,94710145.2194686
BLBX,2021,10754829.0,11.864761897495814,127603485.333283
BLBX,2022,13145489.5,1.5504761991046725,20381768.59533038
BLBX,2023,3260524.0,3.2355000019073485,10549425.408218956
BLBX,2024,3380526.5,2.2557499766349793,7625622.573388929
BLIN,2020,3609322.5,2.797619036265782,10097509.334022403
BLIN,2021,7303649.0,2.5138095219930015,18359982.401494663
BLIN,2022,10302368.5,1.2690476122356595,13074196.145296874
BLIN,2023,10417609.0,0.7979999929666519,8313251.90872933
BLIN,2024,10417609.0,1.3635000169277192,14204410.04784636
BLKB,2023,53347127.0,85.50699958801269,4561552766.410661
BLKB,2024,51435514.0,78.43750038146973,4034473148.996092
BLND,2021,115162500.0,8.256190549759637,950803544.1866941
BLND,2022,235627500.0,1.2419047696249825,292626916.1048106
BLND,2023,245420500.0,2.0195000231266023,495626705.42574227
BMI,2020,37210898.0,85.72934323265439,3190065846.637293
BMI,2021,37221098.0,103.4197035289946,3849394920.183654
BMI,2022,37221098.0,111.20917184012276,4139327483.5600495
BMI,2023,37221098.0,151.43444595336913,5636556353.406056
BMI,2024,37221098.0,222.93406143188477,8297850548.094203
BNAI,2024,31422196.0,0.7758999973535537,24380481.793242846
BNZI,2020,5750000.0,,
BNZI,2023,11232427.5,360.7225006103516,4051789335.7244797
BNZI,2024,5390230.0,1.5839999914169312,8538124.273735285
BOX,2020,147461000.0,18.174285979498002,2679998384.822755
BOX,2021,155231000.0,26.234285627092635,4072374392.179217
BOX,2022,152466000.0,30.129523776826403,4593727972.157615
BOX,2023,144691000.0,25.439999961853026,3680939034.4804764
BOX,2024,144327000.0,32.448000240325925,4683122530.68552
BR,2020,114700000.0,138.27376520066034,15860000868.515741
BR,2021,115600000.0,167.03481111072358,19309224164.399647
BR,2022,116700000.0,133.88060506184897,15623866610.717775
BR,2023,117700000.0,192.24505996704102,22627243558.120728
BR,2024,117400000.0,229.28378372192384,26917916208.953857
BTCT,2023,1570772.0,3.8739999890327455,6085170.710772944
CACI,2020,24986500.0,245.17857142857142,6126154375.0
CACI,2021,24323500.0,265.5038096110026,6457981913.073222
CACI,2022,23485000.0,303.2261933826265,7121267151.590983
CACI,2023,23106500.0,323.0654983520508,7464912937.671661
CACI,2024,22549000.0,423.9125,9558802962.5
CALX,2020,59285000.0,27.907142457507906,1654474940.5933561
CALX,2021,63198000.0,67.38380995250884,4258522021.3786535
CALX,2022,65004500.0,70.27238028390067,4568020944.164822
CALX,2023,65393500.0,41.97500019073486,2744892174.9728203
CALX,2024,65743000.0,34.71750030517578,2282432622.5631714
CCCS,2021,572404522.0,11.597142764500209,6638256960.679501
CCCS,2022,615920600.5,8.831428437005906,5439458706.193454
CCCS,2023,612600843.0,11.485500144958497,7036027071.0781975
CCCS,2024,616167948.0,12.213000059127808,7525259185.35666
CCRD,2020,8905392.5,40.493333544049946,360609028.84318084
CCRD,2021,8787806.0,39.923333485921226,350838509.54757947
CCRD,2022,8596275.0,28.15761902218773,242050636.45995682
CCRD,2023,8399071.5,14.017999982833862,117738184.14282037
CCRD,2024,8041043.5,22.169000148773193,178261894.54779172
CCSI,2021,9989290.0,58.67476181756882,586119211.4766221
CCSI,2022,19947505.5,55.079047611781526,1098689605.1707737
CCSI,2023,19580727.5,25.315999889373778,495705695.2238581
CCSI,2024,19384512.0,24.405000114440917,473079017.5783813
CDNS,2020,279398000.0,124.8566654750279,34884702620.391846
CDNS,2021,277868500.0,183.0028570265997,50850729377.695724
CDNS,2022,274735500.0,164.08380780901228,45079646980.3129
CDNS,2023,272190500.0,269.97400054931643,73484358196.5187
CDNS,2024,272778500.0,307.585498046875,83902710778.97949
CDW,2020,142450000.0,125.51214672270275,17879205300.649006
CDW,2021,138350000.0,188.1740976969401,26033886416.371662
CDW,2022,135150000.0,178.83226449148995,24169180546.024868
CDW,2023,134800000.0,216.8431770324707,29230460263.97705
CDW,2024,133350000.0,176.53949432373048,23541541568.069458
CETX,2020,10792664.5,99750.0,1076568283875.0
CETX,2021,19202366.5,65705.5,1261701092065.75
CETX,2022,23597745.0,10657.5,251492967337.5
CETX,2023,900250.0,11923.69501953125,10734306441.333008
CETX,2024,7337.0,3.1797500014305116,23329.825760495663
CEVA,2020,22050143.0,40.42095202491397,891287772.3454927
CEVA,2021,22622734.5,43.93095252627418,993838275.3340051
CEVA,2022,23099995.5,26.85476203191848,620344882.0908878
CEVA,2023,23328143.5,22.705999851226807,529688822.8403976
CEVA,2024,23533856.5,31.669500064849853,745305469.9529171
CFLT,2021,54723921.5,69.31333323887416,3793097407.0674906
CGNX,2020,174115000.0,75.85435449509393,13207380932.913279
CGNX,2021,175635500.0,75.1458224341983,13198274096.141634
CGNX,2022,174056000.0,47.778008052280974,8316048969.547817
CGNX,2023,172115000.0,39.9275390625,6872128385.742188
CGNX,2024,171016500.0,37.176175880432126,6357739482.45592
CIEN,2020,154483427.5,49.29952385312035,7615959418.948038
CIEN,2021,154710993.0,71.16476258777436,11009971086.563822
CIEN,2022,151635962.0,48.57809502737863,7366186171.603975
CIEN,2023,146621440.5,44.677999877929686,6550752700.760875
CIEN,2024,143743027.0,81.14550018310547,11664099823.748634
CIIT,2020,4903351.5,0.9176190523874193,4499408.756952431
CIIT,2021,3600933.0,0.9866666396458944,3552920.4627000093
CIIT,2022,2450148.0,1.0466666704132443,2564488.2491796697
CIIT,2023,3701740.5,0.7310999929904938,2706342.453602627
CIIT,2024,10342642.0,3.9618499994277956,40975996.20178189
CISO,2020,112008735.5,,
CISO,2021,120978971.0,,
CISO,2022,136124389.0,42.17142868041992,5740559962.379238
CISO,2023,10823940.0,1.5074999988079072,16317089.53709686
CISO,2024,11885912.5,1.756000006198883,20871662.42367938
CLFD,2020,13645883.5,25.081428437005904,342258250.46496964
CLFD,2021,13691075.0,70.7028576078869,967998126.2239001
CLFD,2022,13775320.0,102.5471434820266,1412619716.5508306
CLFD,2023,14536588.5,28.177499961853027,409604721.90422314
CLFD,2024,14741916.0,31.42600021362305,463279455.36521304
CLMB,2020,4433845.0,18.20926030476888,80737037.75599797
CLMB,2021,4393334.5,31.3697692326137,137817889.4266803
CLMB,2022,4451552.0,31.410010655721027,139823295.75449625
CLMB,2023,4525940.0,54.12710037231445,244976008.65907288
CLMB,2024,4587375.0,130.09612770080565,596799723.8114834
CLRO,2020,17713249.0,0.9227513301940191,16344924.076807879
CLRO,2021,20592949.5,0.5125989048253923,10555923.36082461
CLRO,2022,23182946.5,0.5089335512547266,11798579.290793335
CLRO,2023,23962457.5,0.5823616355657577,13954815.941874957
CLRO,2024,23975594.5,0.5719999998807908,13714040.051141888
CLVT,2020,456601856.5,29.28952371506464,13373650904.299292
CLVT,2021,606329598.0,24.035238175165084,14573276300.582098
CLVT,2022,678773939.0,8.753809565589542,5941857800.091092
CLVT,2023,670250000.0,8.58699996471405,5755436726.349592
CLVT,2024,678750000.0,5.332499980926514,3619434362.053871
CMBM,2020,12946364.9475,26.12357148670015,338205290.19892526
CMBM,2021,13211912.9475,24.83428582691011,328108422.45846945
CMBM,2022,27024224.0,21.424285797845748,578974698.4410022
CMBM,2023,27574090.5,5.103499984741211,140724370.44600275
CNDT,2020,211792500.0,4.899047624497187,1037581544.0113205
CNDT,2021,213727500.0,5.24619045711699,1121255170.9234715
CNDT,2022,216864500.0,3.990000020890009,865289359.5303013
CNDT,2023,214928500.0,3.412500023841858,733443511.3742948
CNDT,2024,186669000.0,4.204500031471253,784849816.3747072
CNXC,2021,51594000.0,165.59673345656623,8543797865.958078
CNXC,2022,51345000.0,120.73638153076172,6199209509.69696
CNXC,2023,58415000.0,93.97904205322266,5489785741.539001
CNXC,2024,64986000.0,43.19540309906006,2807096465.795517
CNXN,2020,26257500.0,43.72520028977167,1148114446.6086795
CNXN,2021,26211000.0,43.37329410371326,1136857411.7524283
CNXN,2022,26301000.0,49.254044305710565,1295430619.2844934
CNXN,2023,26355000.0,65.4341365814209,1724516669.6033478
CNXN,2024,26330000.0,72.12298469543457,1898998187.0307922
COHU,2020,41792500.0,36.74904796055385,1535834586.8914468
COHU,2021,45473000.0,35.83238093058268,1629405858.0563862
COHU,2022,49016000.0,33.75523767017183,1654546729.6411424
COHU,2023,49352500.0,34.24099988937378,1689878947.0403197
COHU,2024,49515000.0,26.822999954223633,1328140842.7333832
COMM,2020,197329381.0,13.027142842610678,2570638033.3309455
COMM,2021,202331263.0,10.795238086155482,2184214156.3575416
COMM,2022,206469360.0,7.655714284806025,1580670428.7267575
COMM,2023,210240030.0,2.3329999923706053,490489988.3859958
COMM,2024,213997817.5,5.520000028610229,1181267958.7225266
CORZ,2022,323400500.0,,
CORZ,2023,381054000.0,,
